objectname,rating,numplays,objectid,itemtype,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
MERCS: Recon – Assassination Protocol,0,,156474,standalone,0,1,0,0,0,1,0,0,0,3,,,,,,32584157,5.59144,6.76364,3.5,8027,755,thing,MERCS: Recon – Assassination Protocol,1,5,90,90,90,2015,"1,2,3,4",1,10+,,,,,,,,,,,,,,,,,,,,,
MERCS: Recon – Counter Threat,0,,154939,standalone,0,1,0,0,0,1,0,0,0,3,,,,,,32584151,5.61829,6.73516,3.2667,6978,966,thing,MERCS: Recon – Counter Threat,1,5,90,90,90,2015,"1,2,3",1,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Mille Bornes,6,4,590,standalone,0,1,0,0,0,0,0,0,0,3,,A childhood classic - played it on the Mac.,,,,14672506,5.59907,5.70706,1.2478,7672,16528,thing,Mille Bornes,2,6,45,45,45,1954,"2,3,4,6",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Millennium Blades,0,,151347,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,92679225,7.02449,7.70457,3.6829,398,6977,thing,Millennium Blades,2,5,120,120,80,2016,"2,3,4,5","3,4",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
MindTrap,1,,1923,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96848023,5.12682,4.77546,1.9577,22895,4665,thing,MindTrap,2,16,60,60,60,1991,"2,4,5,6,7,8,9,10",6,12+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Mission: Red Planet,0,,18258,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,19254124,6.47416,6.89332,2.3178,1160,3664,thing,Mission: Red Planet,3,5,60,60,60,2005,"3,4,5","4,5",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Monopoly,3,2,1406,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847986,4.2944,4.36381,1.6322,22936,45421,thing,Monopoly,2,8,180,180,60,1935,"3,4,5,6",4,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Monopoly Deal Card Game,5,11,40398,standalone,0,1,0,0,0,0,0,0,0,3,,Enough going on and fast enough pace to be pretty entertaining.,,,,16120821,6.07781,6.28601,1.3276,2283,20059,thing,Monopoly Deal Card Game,2,5,15,15,15,2008,"2,3,4,5",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Monopoly: Electronic Banking,3,,32032,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96848054,5.28032,4.89491,1.9167,22848,2293,thing,Monopoly: Electronic Banking,2,6,160,160,160,2007,"2,3,4,5",4,4+,,,,,,,,,,,,,,,,,,,,,
Monopoly: Star Wars Limited Collector's Edition,3,1,26696,standalone,1,1,0,0,0,0,0,0,0,3,,"Yes I have actually played this, as an adult. It's Monopoly all right. ",,,,17855116,5.36159,5.23729,1.6548,22774,2993,thing,Monopoly: Star Wars Limited Collector's Edition,2,8,60,60,60,1996,"2,3,4,5,6,7,8",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Mouse Trap,4,,2679,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847995,4.6059,4.11947,1.1073,22929,3728,thing,Mouse Trap,2,4,30,30,30,1963,"2,3,4","3,4",5–12,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Mouse Trap,3,,24985,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96848047,5.26867,4.22601,1.1538,22855,1120,thing,Mouse Trap,2,4,30,30,30,2004,"3,4",4,6+,,,,,,,,,,,,,,,,,,,,,
Munchkin,3,,1927,standalone,0,0,0,0,0,0,0,0,0,3,,I'm just not into it. I can appreciate the inside D&D jokes but the lack of rules structure irks me. I guess I'm just usually not in the mood for so much chaos. (I'd much rather play Red Dragon Inn),,,,18218955,5.70821,5.88403,1.8053,5064,82673,thing,Munchkin,3,6,120,120,60,2001,"3,4,5,6",4,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Mystery of the Abbey,0,,915,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,18496664,6.31787,6.53774,2.2031,1498,9677,thing,Mystery of the Abbey,3,6,90,90,60,1995,"3,4,5,6","4,5",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Myth,0,,140519,standalone,0,1,0,0,0,0,0,1,0,3,,"Backed it on Kickstarter! This game has amazing production values. From the box, which is super-heavy-duty and has embossed details, to the fantastic artwork, to the really great miniatures, the quality is outstanding.",,,,18769160,5.91017,6.58065,3.8182,3147,3799,thing,Myth,2,5,120,120,120,2014,"1,2,3,4,5",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Near and Far,0,,195421,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,92785405,7.33381,7.74078,2.8696,180,19250,thing,Near and Far,2,4,120,120,90,2017,"2,3,4",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Nemesis,0,,167355,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,91073398,7.98122,8.34385,3.4073,18,31348,thing,Nemesis,1,5,180,180,90,2018,"1,2,3,4,5","4,5",14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Nemo's War (Second Edition),0,1,187617,standalone,0,1,0,0,0,1,0,0,0,4,,,,,,93072317,7.17389,7.90238,3.2275,275,10960,thing,Nemo's War (Second Edition),1,4,120,120,60,2017,1,1,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Nemo's War (Second Edition): Bold and Caring Expansion Pack #2,0,,266950,expansion,0,1,0,0,0,0,0,0,0,3,,Ordered from Tabletop Tycoon web store,,,,97249412,5.7663,7.98661,3.1667,0,2696,thing,Nemo's War (Second Edition): Bold and Caring Expansion Pack #2,1,4,120,120,60,2019,"1,2",1,16+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Nemo's War (Second Edition): Dramatis Personae Expansion Pack #3,0,,266953,expansion,0,1,0,0,0,0,0,0,0,3,,Ordered from Tabletop Tycoon web store,,,,97249415,5.74674,7.90825,2.75,0,2615,thing,Nemo's War (Second Edition): Dramatis Personae Expansion Pack #3,1,4,120,120,60,2019,,,,,,,,,,,,,,,,,,,,,,,,
Nemo's War (Second Edition): Nautilus Upgrades Expansion Pack,0,,241122,expansion,0,1,0,0,0,0,0,0,0,3,,Ordered from Tabletop Tycoon web store,,,,97249409,5.83146,7.75003,2.6667,0,3353,thing,Nemo's War (Second Edition): Nautilus Upgrades Expansion Pack,1,4,120,120,60,2018,"1,2",1,,,,,,,,,,,,,,,,,,,,,,
NEOM,0,,246663,standalone,0,0,0,0,0,0,0,0,1,4,Looks like a cool city building game,,,,,91073375,6.40247,7.33844,2.6066,1296,2709,thing,NEOM,1,5,45,45,45,2018,"1,2,3,4,5","4,5",10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
New Frontiers,8.6,8,255692,standalone,0,1,0,0,0,0,0,0,0,1,,"Interesting evolution of Race for the Galaxy. I'm not sure I like the board game stuff more than the original cards, but I do like the tactile elements of the colonists, credit chips, and goods. I enjoy the difference pace this one offers and the always-available developments.",,,,57620152,6.75673,7.47409,2.8795,688,4076,thing,New Frontiers,2,5,75,75,45,2018,"2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Nexus Ops,8.5,5,15363,standalone,0,1,0,0,0,0,0,0,0,4,,"Wow, this game is super fun and exciting. Plenty of interesting decisions, and the rules are lightweight and streamlined enough that it doesn't burn your brain. I could play a lot more games of this.",,,,18514779,6.8946,7.20897,2.232,533,10882,thing,Nexus Ops,2,4,90,90,90,2012,"2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,Fantasy Flight Games,English,2012,English second edition
Nightfall,0,,88408,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,16272839,6.15297,6.48412,2.642,2009,5417,thing,Nightfall,2,5,45,45,45,2011,"2,3,4,5",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Oh My Goods!,0,,183840,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,97251114,6.76318,6.99787,2.3023,680,21151,thing,Oh My Goods!,2,4,30,30,30,2015,"2,3,4",2,10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Old Maid,2,,10799,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847994,4.60139,3.63714,1.0472,22930,2393,thing,Old Maid,2,6,5,5,5,1874,"3,4,5,6",4,4–10,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Omega Virus,0,,3086,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,20797863,5.80488,6.44157,1.8068,3931,1964,thing,The Omega Virus,1,4,35,35,10,1992,"1,2,3,4",4,8+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
One Page 40k,8,1,191312,standalone,0,1,0,0,0,0,0,0,0,3,,So great. What a gift to the community. Makes me want to get my armies off the shelf and set up a game! So much simpler and more fun than all the book-keeping and mind-numbing detail of regular 40k. Just dice and fun.,,,,33394987,0,8.43333,1.6667,0,19,thing,One Page 40k,2,4,60,60,30,2014,"2,3,4",2,6+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Onirim,6.5,11,71836,standalone,0,1,0,0,0,0,0,0,0,3,,I enjoy the solo game quite a bit. Haven't tried it with two yet. ,,,,19963390,6.37407,6.64907,1.6483,1356,8530,thing,Onirim,1,2,15,15,15,2010,"1,2",1,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Onitama,0,11,160477,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,90411161,7.17465,7.37552,1.6767,274,28463,thing,Onitama,2,2,20,20,15,2014,2,2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Pachisi,3,,2136,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847998,4.69069,4.50034,1.2,22925,8342,thing,Pachisi,2,6,30,30,30,400,"2,3,4",4,5+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Pandemic,9,29,30549,standalone,0,1,0,0,0,0,0,0,0,3,,THE cooperative game,,,,9849360,7.46786,7.57075,2.4058,122,178104,thing,Pandemic,2,4,45,45,45,2008,"1,2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,2010-01-14,Amazon,,,,,Z-Man Games,English,2008,English first edition 2008
Pandemic,9,29,30549,standalone,0,0,0,0,0,0,1,0,0,3,,Overall I really like the new design and updates. Got a board missing the Lagos-Sao Paulo route. New roles are cool.,,,,19924946,7.46786,7.57075,2.4058,122,178104,thing,Pandemic,2,4,45,45,45,2013,"1,2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,Z-Man Games,English,2013,English edition 2013
Pandemic Legacy: Season 1,8.9,12,161936,standalone,0,1,0,0,0,0,0,0,0,3,,Excellent adaptation of the original into the legacy format. Really enjoyed playing through it and progressing the story. We had a dramatic finish at the end.,,,,72382122,8.42361,8.57474,2.8289,3,74369,thing,Pandemic Legacy: Season 1,2,4,60,60,60,2015,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,2020-03-14,,,,,,,,,
Pandemic Legacy: Season 2,9,1,221107,standalone,0,1,0,0,0,0,0,0,0,3,,Picked it up in the summer of 2020 after playing through the first season during the actual real-life Pandemic!,,,,77593833,7.76234,8.07901,3.2519,46,28472,thing,Pandemic Legacy: Season 2,2,4,60,60,60,2017,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pandemic: On the Brink,8,9,40849,expansion,0,1,0,0,0,0,0,0,0,3,,Makes the base game even more interesting,,,,14751761,7.76834,8.05731,2.6552,0,47288,thing,Pandemic: On the Brink,2,5,45,45,45,2009,"1,2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,2011-12-28,Amazon,,,,,,,,
Patchwork,8,24,163412,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,91833810,7.51692,7.62208,1.6157,105,85738,thing,Patchwork,2,2,30,30,15,2014,2,2,6+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders,0,,142423,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831557,6.37487,7.56349,2.6418,0,6610,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders,1,6,90,90,90,2013,"1,2,3,4,5,6",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre,0,,144873,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831561,6.29023,7.62227,2.46,0,5696,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre,1,6,90,90,90,2013,"1,2,3,4,5,6","3,4",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 4: Fortress of the Stone Giants,0,,149261,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831562,6.17502,7.63483,2.4146,0,4935,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 4: Fortress of the Stone Giants,1,6,0,0,0,2014,"1,2,3,4,5",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 5: Sins of the Saviors,0,,150074,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831569,6.11532,7.63675,2.5625,0,4522,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 5: Sins of the Saviors,1,6,90,90,90,2014,"1,2,3,4,5",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 6: Spires of Xin-Shalast,0,,150798,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831567,6.09069,7.67638,2.5161,0,4301,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 6: Spires of Xin-Shalast,1,6,120,120,120,2014,"1,2,3,4,5","3,4",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,7.75,38,133038,standalone,0,1,0,0,0,0,0,0,0,3,,"From the Chrispy collection. Played the entire campaign with two friends using a party of Barbarian, Wizard, and Monk.",,,,33831448,6.90347,7.1856,2.7131,523,18690,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,1,4,90,90,90,2013,"1,2,3,4","3,4",10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Pathfinder Adventure Card Game: Rise of the Runelords – Character Add-On Deck,7.5,,139037,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,33831558,6.4759,7.57465,2.7143,0,6725,thing,Pathfinder Adventure Card Game: Rise of the Runelords – Character Add-On Deck,1,6,90,90,90,2013,"1,2,3,4,5,6","3,4",12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Penny Arcade: Paint The Line ECG – Red Tide,0,,127048,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,16602548,5.49247,5.46261,1.9231,20031,401,thing,Penny Arcade: Paint The Line ECG – Red Tide,2,2,35,35,35,2012,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Phase 10,3,,1258,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96848024,5.12813,5.16126,1.276,22894,20327,thing,Phase 10,2,6,45,45,45,1982,"2,3,4,5,6",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Pictionary: 15th Anniversary,6,,27624,standalone,0,0,0,0,0,0,1,0,0,3,,Our copy was a wedding gift and is still in the shrink-wrap. We like do-it-yourself telephone-pictionary better anyway.,,,,18369056,5.54188,6.13056,1.25,11613,352,thing,Pictionary: 15th Anniversary,3,16,90,90,90,2000,"8,9,10",9,,,,,,,,,,,,,,,,,,,,,,
The Pillars of the Earth,8,21,24480,standalone,0,1,0,0,0,0,0,0,0,3,,On loan from the Chrispy Collection,,,,18594520,7.08248,7.27558,2.8191,345,21248,thing,The Pillars of the Earth,2,4,120,120,90,2006,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
The Pillars of the Earth: Expansion Set,7.5,,31753,expansion,0,1,0,0,0,0,0,0,0,3,,On loan from the Chrispy Collection,,,,18804443,6.71485,7.62891,2.83,0,5050,thing,The Pillars of the Earth: Expansion Set,2,6,120,120,120,2007,"4,5,6",5,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Pit,5,1,140,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,20060868,6.20093,6.38571,1.1583,1837,15912,thing,Pit,3,8,90,90,30,1964,"4,5,6,7,8","6,7,8",8+,No necessary in-game text,,,,,,,,,,,,,,,,,Parker Brothers,English,1964,Parker Brothers American Edition 1964 with age/player information
Police Precinct,6,5,118536,standalone,0,1,0,0,0,0,0,0,0,3,,"Kickstarted the 2nd edition. It arrived May 27th, 2015!",,,,24498131,6.14879,6.87148,2.5506,2027,3287,thing,Police Precinct,1,6,90,90,90,2013,"1,2,3,4,5,6","3,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Power Grid,8.75,10,2651,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,37376338,7.72746,7.83436,3.2622,52,73148,thing,Power Grid,2,6,120,120,120,2004,"3,4,5,6","4,5",12+,No necessary in-game text,,,,,,,,,,,2016-10-08,,,,,,,,,
Power Grid: Factory Manager,0,,44163,standalone,0,0,0,0,0,0,0,0,1,4,,,,,,89483450,6.52112,6.84493,2.9958,1079,7026,thing,Power Grid: Factory Manager,2,5,60,60,60,2009,"2,3,4,5",4,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Power Grid: The Card Game,3.5,5,203780,standalone,0,1,0,0,0,0,0,0,0,2,,A definite disappointment- we were hoping for a light and simple Power Grid (like Evolution: the Beginning) but this turned out to be not as fun and just as fiddly if not worse. It really missed the mark. ,,,,57620468,6.09923,6.7141,2.4412,2198,4087,thing,Power Grid: The Card Game,2,6,60,60,45,2016,"2,3,4,5,6","4,5",10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Pretty Pretty Princess,2,3,6549,standalone,0,0,0,0,0,0,1,0,0,3,,Tommy and Ali got this for their third birthday.,,,,40536243,5.32721,4.31379,1.04,22810,695,thing,Pretty Pretty Princess,2,4,20,20,20,1990,"2,3,4",4,4–8,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Province,4,2,154259,standalone,0,1,0,0,0,0,0,0,0,1,,Kickstarted this. Nice micro-size but there are a lot more rules and fiddly bits than I was expecting. Looking forward to playing this with Mel.,,,,23980037,5.81518,6.28819,1.8235,3856,2907,thing,Province,2,2,25,25,25,2014,2,2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Puerto Rico,0,,108687,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,14672557,7.60772,8.40612,3.2684,0,8337,thing,Puerto Rico,2,5,150,150,90,2011,"2,3,4,5",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Puerto Rico,7.5,3,3076,standalone,0,1,0,0,0,0,0,0,0,1,,"My rating for this game definitely suffers because I came to it too late. I had already learned and appreciated many games that derived from it. I still enjoyed the learning and playing of Puerto Rico, but I think I actually liked reading about the strategy more than I enjoyed playing the game to discover it myself. I do like the theme and production.",,,,15611776,7.81637,7.94962,3.2752,37,77660,thing,Puerto Rico,3,5,150,150,90,2002,"2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Purple Haze,0,,349051,standalone,0,0,0,0,0,0,0,1,0,3,,,,,,92458995,0,7.97389,2.5714,0,33,thing,Purple Haze,1,4,90,90,90,2023,"1,2,3",1,16+,,,,,,,,,,,,,,,,,,,,,
Queendomino,0,,232043,standalone,0,0,0,0,0,0,0,0,0,4,,,,,,52964630,6.91461,7.20787,2.0647,508,19297,thing,Queendomino,2,4,25,25,25,2017,"2,3,4",2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Quelf,1,,19370,standalone,0,0,0,0,0,0,1,0,0,3,,"Roll a die to move ahead randomly, then draw a card that forces you to do something stupid and/or punishes you. Repeat ad nauseum. What fun!",,,,19965656,5.27048,5.22834,1.2773,22853,6085,thing,Quelf,3,8,60,60,60,2005,"4,5,6,7,8","5,6",12+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Quests of Valeria,0,,187680,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,93360353,6.20165,6.93328,2.2037,1835,4113,thing,Quests of Valeria,1,5,45,45,20,2017,"1,2,3,4",2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Quiddler,6.5,,339,standalone,0,0,0,0,0,0,1,0,0,3,,"As far as word games go this one is pretty palatable. I'd rather play this than Scrabble that's for sure. Better than Upwords or Boggle, which are favorites of my Mother and Grandmother. If I am looking for a game with them this is a good option. Beats Mahjong anyway...",,,,17859590,5.8465,6.10554,1.4273,3589,7788,thing,Quiddler,1,8,30,30,30,1998,"2,3,4,5,6",4,8+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Ra,0,,12,standalone,0,0,0,0,0,1,0,1,0,2,,,,,,91360900,7.31793,7.49192,2.3468,189,20004,thing,Ra,2,5,60,60,45,1999,"2,3,4,5","3,4",10+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Race for the Galaxy,10,370,28143,standalone,0,1,0,0,0,0,0,0,0,3,,My all time favorite. Maybe the perfect game.,,,,9849387,7.64668,7.75628,2.9889,71,62765,thing,Race for the Galaxy,2,4,60,60,30,2007,"2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Race for the Galaxy: Alien Artifacts,7,15,92932,expansion,0,1,0,0,0,0,0,0,0,3,,FINALLY GOT IT! ,,,,21635854,6.43165,7.50801,2.9189,0,5234,thing,Race for the Galaxy: Alien Artifacts,2,5,45,45,45,2013,"2,3,4,5","2,3",12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Race for the Galaxy: Expansion and Brinkmanship,0,,270439,expansion,0,0,0,0,0,0,0,0,1,2,,,,,,89441245,5.62063,8.69791,3,0,755,thing,Race for the Galaxy: Expansion and Brinkmanship,1,6,60,60,30,2022,"1,2,3,4,5",2,12+,,,,,,,,,,,,,,,,,,,,,
Race for the Galaxy: The Gathering Storm,10,,34499,expansion,0,1,0,0,0,0,0,0,0,3,,This expansion just makes the base game better. Awesome!,,,,9849411,7.66998,8.08974,2.9888,0,22269,thing,Race for the Galaxy: The Gathering Storm,1,5,60,60,60,2008,"1,2,3,4,5",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Race for the Galaxy: Xeno Invasion,0,,161599,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,89756351,6.23541,7.90753,3.2692,0,3190,thing,Race for the Galaxy: Xeno Invasion,2,5,60,60,30,2015,"2,3,4,5","2,4",12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn,9,32,24310,standalone,0,1,0,0,0,0,0,0,0,3,,"Just plain fun. Actually a really well-designed game that is easy to learn and play. Lighthearted, great art, and really funny. Simple enough that non-gamers have a good time playing it, and endless inside jokes for us D&D nerds. ",,,,9849416,6.27183,6.56386,1.6551,1622,12967,thing,The Red Dragon Inn,2,4,45,45,45,2007,"3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn 2,8.5,1,33451,standalone,0,1,0,0,0,0,0,0,0,3,,"Nearly as good as the original, not quite the creativity I could have hoped for",,,,9849418,6.32087,6.92061,1.7941,1494,6824,thing,The Red Dragon Inn 2,2,4,45,45,45,2008,"3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn 3,0,,66510,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,19445374,6.23479,7.19792,1.925,1732,4964,thing,The Red Dragon Inn 3,2,4,60,60,30,2011,"2,3,4",4,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn 4,6.5,1,142402,standalone,0,1,0,0,0,0,0,0,0,3,,Kickstarted it!,,,,19267966,6.01318,7.34057,1.8125,2573,3078,thing,The Red Dragon Inn 4,2,4,60,60,60,2013,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn: Allies – Cormac the Mighty,0,,146329,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21570755,5.72498,7.54011,1.9,0,1630,thing,The Red Dragon Inn: Allies – Cormac the Mighty,2,5,45,45,45,2013,"4,5",5,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn: Allies – Erin the Ever-Changing,0,,125053,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21570752,5.81795,7.42542,2.3636,0,2104,thing,The Red Dragon Inn: Allies – Erin the Ever-Changing,2,5,30,30,30,2012,"4,5",5,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn: Allies – Pooky,8,1,125472,expansion,0,1,0,0,0,0,0,0,0,1,,"Pookie is hilarious and fun to play. I always liked him as part of Zot's cards, so it was neat to have him on his own.",,,,21570750,5.98545,7.63518,2,0,2819,thing,The Red Dragon Inn: Allies – Pooky,2,5,45,45,45,2012,"3,4,5","4,5",10,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn: Allies – Witchdoctor Natyli,0,,146330,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21570754,5.78771,7.72477,1.9,0,1813,thing,The Red Dragon Inn: Allies – Witchdoctor Natyli,2,5,45,45,45,2013,"4,5",5,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn: Battle for Greyport,0,,193668,standalone,0,1,0,0,0,0,0,0,0,1,,,,,,33831498,5.86286,7.14705,2.9091,3456,1691,thing,The Red Dragon Inn: Battle for Greyport,2,5,100,100,40,2016,"2,3,4,5",3,16+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
